ball 1,ball 2,ball 3,ball 4,ball 5,ball 6,ball 7,ball 8,ball 9,ball 10,ball 11,ball 12,ball 13,ball 14,ball 15,ball 16,ball 17,ball 18,ball 19,ball 20,king ball
1,5,8,10,16,26,28,31,32,33,36,41,42,43,44,45,57,60,62,64,31
1,2,6,7,14,23,24,30,34,39,40,46,48,49,50,51,52,59,63,70,52
5,6,10,11,12,14,20,21,22,27,29,34,36,37,41,50,56,62,66,69,6
3,10,12,16,18,21,25,27,29,30,34,41,42,53,55,58,59,62,64,70,70
1,2,3,4,13,14,17,18,29,36,38,39,42,43,47,49,59,62,64,69,4
1,5,6,7,8,17,18,19,29,30,35,37,41,43,44,51,52,55,61,62,29
2,6,9,15,16,20,21,25,29,30,31,35,36,43,45,46,50,53,57,64,35
1,9,19,20,22,23,24,25,28,32,35,39,41,43,46,56,59,61,63,68,41
2,4,8,9,16,18,20,25,27,28,29,30,40,42,47,49,59,63,66,69,49
2,13,15,16,26,29,30,38,42,43,44,46,51,54,55,56,58,64,66,70,43
10,11,12,14,16,19,21,22,35,44,45,47,48,49,50,55,57,58,66,67,10
5,6,7,10,20,23,24,25,30,34,37,38,40,45,47,48,49,51,54,68,45
4,5,7,9,12,14,15,26,31,35,38,44,46,48,49,51,54,58,62,64,35
2,3,4,13,15,17,22,25,28,30,32,44,45,47,49,53,59,60,64,67,15
3,4,6,12,15,17,18,22,25,28,35,36,42,43,44,52,54,55,64,67,67
2,5,18,28,37,38,40,41,47,52,56,57,58,59,60,62,67,68,69,70,47
2,4,7,12,20,22,29,30,31,38,41,44,46,47,48,49,52,56,62,66,38
4,7,10,12,13,17,21,26,36,45,46,47,52,56,59,60,62,65,68,69,26
5,7,10,22,23,26,27,29,32,38,40,46,47,53,54,58,60,61,67,69,23
2,4,13,14,19,21,22,24,25,28,29,33,34,39,41,45,48,52,55,62,13
1,4,5,7,8,22,26,27,29,31,36,39,49,50,52,55,57,59,65,67,50
3,7,13,21,22,23,24,29,30,33,38,44,45,48,51,54,58,59,65,68,21
3,4,9,11,13,18,25,27,33,34,40,41,42,49,55,58,61,64,68,69,61
5,15,16,17,18,20,26,27,29,30,31,40,41,48,53,57,61,62,64,70,16
3,5,6,10,11,12,19,23,28,29,30,32,35,48,49,52,54,55,60,65,60
6,14,24,26,28,35,36,38,39,40,42,45,46,50,52,53,59,62,63,64,6
8,12,15,17,21,26,30,35,37,38,39,40,45,47,50,52,54,57,58,62,12
1,3,5,8,12,13,15,17,22,23,27,32,41,45,52,54,61,64,66,69,45
7,9,13,18,25,32,33,34,37,38,39,46,51,56,57,58,60,62,68,70,7
2,7,12,13,16,18,20,22,25,30,36,39,49,51,54,58,59,62,67,70,20
3,5,7,11,13,15,18,22,25,28,29,31,40,44,45,57,59,62,63,66,7
2,5,6,7,14,15,17,23,28,29,31,35,41,46,50,52,54,62,67,68,68
2,4,10,13,17,22,28,33,38,40,42,43,45,53,56,59,62,64,66,69,4
12,14,15,16,17,18,19,21,24,33,34,35,40,49,56,57,59,60,62,63,24
1,3,5,6,8,12,17,18,20,22,34,35,37,38,40,47,51,53,65,69,51
1,5,6,10,13,20,26,29,30,38,44,45,54,57,58,59,63,64,69,70,54
1,5,8,16,17,19,24,28,29,33,34,39,46,49,55,56,58,62,65,66,56
5,7,8,18,20,23,28,40,42,46,48,49,54,57,59,61,63,64,67,69,40
2,3,6,7,9,15,16,22,23,24,25,29,32,38,39,40,45,56,66,70,22
1,3,7,11,13,15,18,20,23,26,31,34,39,42,44,51,55,63,69,70,11
1,6,21,22,23,29,30,32,34,37,41,43,44,52,54,57,58,59,66,68,21
1,3,6,9,12,20,21,24,27,36,38,39,41,46,50,54,59,64,68,70,39
3,7,14,15,22,24,26,27,28,31,34,40,46,48,52,56,60,62,64,70,52
1,2,5,9,11,16,20,22,23,24,36,40,41,42,43,49,53,63,64,68,64
3,8,11,14,16,17,22,26,27,34,35,41,42,46,47,53,57,61,63,65,17
2,4,6,7,12,20,25,29,37,38,44,48,51,54,56,60,66,67,68,69,25
1,4,10,22,23,24,27,28,30,31,33,34,38,40,43,47,49,50,52,65,52
3,9,12,17,25,30,31,33,38,41,43,44,46,48,50,53,57,60,62,66,3
6,11,20,21,23,28,31,35,37,42,46,48,52,54,55,59,61,62,65,68,61
1,3,10,17,19,24,26,32,40,41,42,46,48,55,56,57,62,64,66,69,40
4,6,7,10,11,13,15,20,21,24,26,27,31,38,45,47,50,62,68,69,27
4,16,17,19,28,30,35,37,39,42,47,52,53,54,55,56,58,60,63,67,19
2,3,5,7,10,16,20,21,25,26,31,33,40,46,47,48,52,54,61,62,40
1,3,5,15,18,22,28,30,31,35,41,42,44,47,48,54,59,60,62,68,60
2,4,5,14,16,19,20,24,27,29,31,32,39,42,50,51,55,57,62,69,62
6,7,8,9,11,20,21,26,27,31,34,45,47,55,57,59,60,62,64,68,64
1,5,11,14,17,24,27,30,38,46,50,52,53,54,56,61,62,63,67,68,50
6,7,9,10,11,13,15,16,20,22,28,29,32,33,45,50,54,58,60,64,58
2,8,12,14,19,21,26,31,33,34,45,50,52,55,56,57,60,62,65,69,65
2,5,12,13,17,18,26,37,39,42,43,46,47,49,50,55,57,59,62,65,62
4,7,12,14,17,21,24,25,26,30,31,33,42,53,55,56,64,65,67,68,67
8,12,13,21,22,25,27,28,30,32,34,37,38,42,44,53,62,67,69,70,28
1,5,8,16,23,29,30,34,35,37,42,43,44,48,54,60,64,66,68,69,48
1,7,8,11,12,16,18,23,33,38,39,42,48,50,53,54,60,65,66,69,60
6,8,11,16,18,20,26,31,32,35,36,39,40,41,42,44,52,61,63,68,68
5,8,9,12,16,23,25,31,33,34,35,39,42,43,46,53,57,59,61,64,57
7,8,11,13,14,17,24,26,27,28,40,51,54,55,56,58,62,63,64,67,64
1,7,11,12,17,21,23,30,34,35,39,40,42,46,50,51,54,56,61,66,17
4,19,23,28,29,31,33,34,37,41,42,43,46,47,54,55,58,59,64,68,54
1,10,20,21,23,24,31,35,47,48,49,51,54,55,56,60,63,64,65,67,54
7,9,12,22,24,26,28,35,39,40,43,46,49,52,57,59,62,65,66,69,12
3,4,16,21,22,30,31,39,43,46,48,51,56,57,59,61,62,66,68,70,61
2,11,13,17,29,31,33,34,40,43,47,48,53,55,57,58,62,63,67,70,47
12,14,17,18,21,22,24,30,36,40,41,42,53,55,56,59,62,65,66,70,66
9,15,19,22,25,27,28,32,38,40,44,45,47,48,52,58,62,64,66,69,40
9,10,11,12,13,18,20,33,36,37,38,43,45,48,52,54,56,60,62,70,9
1,14,16,18,19,22,24,26,27,30,32,33,38,40,42,54,56,59,66,67,56
4,5,8,16,17,18,20,22,24,27,28,34,36,37,40,43,52,62,63,70,34
3,4,8,17,19,22,27,32,42,44,45,50,51,52,54,56,60,65,66,67,54
4,7,11,12,13,16,17,20,25,36,39,44,47,49,50,51,52,61,63,64,36
7,8,9,12,14,21,25,29,30,32,36,38,39,41,43,44,53,54,63,66,66
2,8,12,13,15,19,20,25,28,30,33,35,37,39,43,46,54,61,62,69,19
1,8,9,11,14,15,21,22,25,29,30,31,37,41,51,58,64,65,69,70,70
3,4,13,19,21,25,32,34,38,40,42,44,45,46,57,58,63,65,66,70,45
1,10,13,15,17,18,20,22,24,27,30,33,44,45,48,50,53,58,60,65,20
4,17,22,24,28,29,30,31,33,36,38,39,40,41,44,52,55,56,63,68,68
4,6,9,11,19,24,25,26,32,33,34,35,39,46,48,58,60,62,65,70,62
1,6,10,13,17,18,23,26,27,34,37,40,45,47,48,59,61,68,69,70,10
5,7,9,12,13,19,22,26,27,29,40,45,47,49,52,56,59,63,64,66,64
1,3,5,6,10,12,18,26,28,30,34,37,38,42,49,54,56,60,62,70,42
2,13,18,21,22,23,33,36,37,39,43,44,48,50,54,55,59,61,62,68,23
1,7,11,12,17,18,21,23,24,31,34,39,45,46,53,54,56,64,68,69,18
1,2,5,10,13,19,20,22,27,40,42,44,49,52,53,54,55,57,58,62,40
5,7,8,9,10,11,15,16,25,27,34,41,49,50,55,56,60,62,65,68,5
1,12,18,20,23,24,30,38,41,45,49,51,54,55,60,62,64,65,66,70,49
3,6,7,9,11,17,18,19,20,21,22,27,29,30,32,34,40,43,54,55,9
4,6,10,13,20,22,24,30,39,41,45,50,51,55,56,57,59,61,63,64,10
7,8,21,28,32,33,36,40,42,43,44,47,49,56,62,64,66,68,69,70,43
5,8,9,11,13,16,22,26,27,29,30,33,37,38,41,47,49,51,52,67,47
1,2,3,9,10,15,19,20,28,32,37,39,41,42,43,49,51,57,64,68,41
4,7,8,10,11,13,16,18,19,24,30,34,35,40,45,48,53,60,65,66,60
2,3,19,23,27,28,32,34,39,44,45,47,53,58,60,61,63,64,65,69,47
1,2,5,7,16,20,23,26,28,30,31,36,39,49,57,58,62,63,66,68,68
10,11,12,17,20,24,26,27,29,30,38,40,43,45,46,47,56,62,64,65,27
4,6,7,15,19,25,31,32,35,36,38,45,49,52,56,59,61,62,63,70,36
4,8,23,26,29,30,31,36,39,41,45,46,47,49,54,56,64,65,67,69,39
9,11,14,15,18,20,24,28,35,36,41,43,44,48,55,58,59,65,66,67,9
4,6,8,16,21,29,30,32,36,41,44,45,48,50,57,58,61,66,67,68,30
4,5,10,14,16,18,24,27,28,30,35,40,45,49,50,51,59,66,67,68,35
2,6,9,10,22,23,24,26,27,29,33,37,38,40,43,47,48,51,66,68,10
1,7,11,13,15,20,25,31,36,37,41,42,44,46,47,50,53,61,64,65,42
2,7,8,12,21,23,26,30,31,34,35,38,39,42,43,45,50,63,68,70,42
1,7,13,14,16,21,24,25,29,33,37,41,42,50,53,59,62,63,65,68,29
1,2,13,24,25,30,32,33,34,35,38,39,41,44,46,51,53,55,59,64,44
15,23,27,32,35,38,46,47,50,51,54,55,57,59,61,64,65,67,69,70,51
1,2,5,9,10,12,13,28,31,35,38,39,41,42,52,55,58,59,63,68,39
3,9,10,11,13,15,23,25,31,32,33,39,43,46,49,51,55,60,61,65,25
3,4,8,9,13,18,22,25,26,28,38,41,42,47,52,57,58,60,61,69,41
3,7,8,13,19,22,28,31,32,34,36,47,49,52,53,57,62,66,68,69,53
6,8,11,12,16,20,24,28,31,35,48,49,51,52,54,60,63,66,67,68,67
2,3,9,10,12,18,21,35,41,47,48,51,52,54,55,58,62,65,66,70,70
2,4,5,16,18,22,26,28,37,42,44,47,48,51,52,56,57,58,60,63,57
3,4,7,10,17,25,29,33,40,41,46,47,48,51,56,57,60,62,66,67,56
1,12,14,17,18,19,20,21,23,24,25,27,29,36,38,40,42,49,50,57,21
3,5,9,11,12,13,14,18,21,23,29,31,32,34,45,51,56,59,65,67,23
3,12,14,20,21,24,32,38,39,43,44,46,52,53,56,58,59,60,65,68,39
1,7,8,9,10,13,16,20,28,35,37,39,43,45,48,49,51,62,64,68,39
3,4,5,18,19,21,22,25,27,35,38,42,45,46,53,54,56,57,65,68,25
2,5,16,17,21,28,29,31,32,33,36,38,40,47,51,55,61,62,67,68,67
2,6,11,14,17,19,25,26,29,36,43,45,46,54,55,56,58,61,65,67,67
2,5,6,10,15,18,23,26,27,36,39,40,45,46,47,51,55,57,64,68,5
6,10,13,20,23,27,28,29,30,37,46,47,48,49,52,55,58,68,69,70,58
8,13,15,20,23,33,36,38,39,41,44,46,48,51,61,63,64,65,66,70,41
9,10,11,12,15,16,17,20,30,34,35,43,44,45,49,57,59,66,67,70,67
6,7,13,16,25,28,29,30,31,33,35,37,42,43,46,49,52,55,67,70,37
10,19,20,23,25,26,29,32,36,40,42,45,48,49,55,56,59,66,67,70,55
2,5,7,11,12,22,23,25,30,34,35,42,46,47,49,50,51,66,68,70,68
3,4,6,10,11,35,40,43,44,46,48,49,51,52,53,55,58,63,66,68,63
3,8,9,13,17,27,30,31,33,34,35,37,38,39,41,44,51,56,60,68,33
15,19,20,22,23,27,30,31,38,41,45,46,48,49,53,54,59,62,66,69,48
2,6,8,9,12,15,16,18,19,25,28,34,37,40,42,46,49,60,63,65,65
1,8,10,12,13,16,25,30,31,37,40,43,44,49,50,51,56,67,68,70,1
4,9,16,17,18,20,26,34,41,42,45,48,53,56,57,58,63,65,66,68,53
1,6,9,14,16,19,31,35,40,41,42,44,47,49,51,52,57,65,66,69,44
2,7,12,19,23,26,27,29,33,35,36,41,44,45,52,56,60,64,65,69,45
4,9,14,16,20,24,38,40,41,44,50,53,56,58,59,61,62,66,67,68,16
7,13,14,17,18,20,26,28,33,40,41,44,45,46,47,48,54,56,57,70,18
1,3,4,5,7,12,17,21,22,23,35,37,40,41,44,45,47,49,53,63,63
2,5,15,17,20,21,24,25,26,29,31,36,37,46,50,57,63,64,65,67,29
3,7,8,12,14,15,17,26,32,33,38,39,40,51,56,57,58,59,61,70,12
6,12,19,23,25,31,37,39,44,45,46,49,51,53,55,56,58,60,63,70,25
2,10,16,18,20,21,28,31,35,39,41,44,46,47,51,56,58,63,67,70,47
6,7,8,10,11,12,14,16,18,28,37,40,41,49,53,56,59,61,62,64,28
6,8,12,13,14,15,16,17,18,24,26,31,32,36,37,39,51,57,65,69,17
1,4,5,9,10,26,27,28,29,30,31,33,34,37,45,47,50,52,59,61,29
9,12,18,21,22,23,24,27,31,34,35,37,43,48,50,56,58,63,65,68,24
1,2,5,6,11,13,20,22,33,35,37,41,42,44,49,51,61,65,66,70,66
1,7,11,14,15,16,18,19,30,34,35,39,43,44,45,49,51,54,65,67,34
2,3,5,15,16,25,29,32,34,35,37,39,40,42,49,52,58,59,62,70,49
4,6,8,11,21,25,26,27,28,30,38,40,44,45,49,51,52,58,66,70,66
6,9,10,11,17,20,28,32,38,39,45,49,50,53,58,59,60,64,65,69,60
15,17,19,22,23,25,30,32,34,35,38,39,40,44,47,49,58,61,64,70,58
1,3,5,9,10,13,17,19,21,23,28,29,45,50,51,55,59,64,69,70,28
1,6,9,10,14,20,22,28,30,34,35,36,44,48,52,53,62,63,67,69,34
7,11,22,25,26,32,34,37,39,43,45,48,49,53,55,57,59,63,64,65,45
2,5,6,12,14,15,18,24,26,27,29,30,36,38,39,45,55,58,59,67,36
2,6,15,21,23,32,33,34,35,36,39,42,47,50,51,54,58,59,64,69,6
1,2,7,12,19,21,22,27,36,37,41,42,47,50,55,57,58,62,63,67,55
2,3,4,6,21,23,25,30,31,33,43,47,51,52,57,59,60,61,67,68,2
1,2,3,16,17,21,23,25,26,29,40,41,50,53,54,55,61,63,68,69,41
10,12,13,16,17,18,21,27,30,33,34,42,49,52,55,56,60,64,66,69,42
3,7,15,16,17,18,20,21,23,25,29,30,35,39,42,50,52,66,67,68,23
6,11,13,20,27,28,30,35,37,39,47,48,50,51,61,64,65,66,67,69,65
2,4,10,12,15,16,17,40,44,45,50,52,56,58,59,62,64,68,69,70,44
2,6,7,9,10,16,17,18,28,29,33,35,36,41,42,44,49,56,59,69,16
5,6,11,13,17,18,19,21,23,28,31,32,45,53,54,55,64,65,66,67,67
1,4,9,12,15,21,27,32,35,36,38,39,40,41,43,50,55,57,58,62,55
6,17,19,21,22,28,29,30,33,39,44,45,51,55,56,58,63,64,65,67,64
4,8,9,16,18,19,23,31,37,38,41,44,45,48,51,53,59,61,63,64,19
1,2,7,12,15,19,26,29,33,35,37,39,43,44,46,53,55,57,60,69,60
1,6,8,10,25,26,27,29,32,36,37,39,42,44,48,49,64,66,67,68,25
3,4,6,8,11,15,18,20,27,31,33,35,36,38,40,41,48,60,61,69,4
4,6,15,17,20,21,27,30,31,32,37,39,40,47,53,54,55,59,60,69,59
1,8,13,17,19,20,27,28,31,32,39,42,44,45,46,52,56,59,60,65,31
3,7,13,15,16,20,24,29,30,32,33,35,36,47,49,53,56,60,65,70,20
2,4,15,21,23,24,28,30,31,32,39,44,46,47,51,54,56,57,58,64,46
4,5,26,28,32,34,36,40,41,44,48,49,51,52,53,55,58,63,64,68,26
1,7,10,12,21,24,26,30,33,35,39,41,43,44,52,53,55,59,61,66,33
4,5,12,16,18,25,28,34,37,38,40,42,44,45,52,63,64,68,69,70,16
1,5,7,13,17,20,27,28,31,35,38,44,45,46,47,50,51,52,65,68,44
4,6,10,11,12,15,18,23,26,30,31,32,33,42,44,46,50,54,57,64,33
3,8,11,14,20,24,28,29,31,33,34,35,40,42,45,46,48,50,58,65,48
4,9,16,23,24,25,27,34,35,44,50,51,53,55,56,59,60,61,68,70,24
4,5,6,8,9,11,20,21,30,36,37,42,51,53,54,58,59,60,61,68,36
3,6,7,12,13,15,24,26,27,32,36,37,42,45,50,55,61,65,68,69,45
5,8,9,10,14,17,18,19,24,27,28,33,38,49,51,58,61,64,65,66,28
3,4,12,15,16,21,26,27,28,33,34,38,39,44,47,56,59,61,63,70,63
5,10,11,13,16,24,27,28,31,34,41,44,51,54,57,62,63,65,66,68,11
1,3,7,8,13,14,18,29,32,33,36,38,41,42,52,59,60,63,65,67,33
2,8,9,11,14,15,19,20,21,22,25,26,31,32,35,42,51,53,56,62,56
1,3,14,15,18,19,21,22,23,26,29,35,36,38,41,44,48,61,63,68,35
4,7,10,16,17,18,20,21,23,24,28,38,40,41,44,49,54,61,64,65,23
1,2,3,4,5,6,11,13,18,28,32,39,40,41,42,43,52,55,61,69,39
4,9,12,14,19,26,28,29,34,44,47,48,49,51,53,56,61,62,66,70,28
3,5,7,11,17,19,20,21,22,25,27,31,33,37,39,56,59,62,63,64,3
2,3,12,15,17,18,22,23,27,28,29,34,35,37,40,41,53,55,63,70,28
6,7,8,10,18,24,30,32,34,36,37,42,44,45,48,49,56,61,63,68,18
1,2,3,9,10,14,16,18,28,36,38,42,45,49,54,58,59,66,67,68,16
5,6,8,10,18,19,30,37,39,40,42,43,51,52,58,59,62,63,64,65,58
2,3,6,11,15,16,19,22,27,30,34,35,49,50,56,59,62,67,69,70,62
2,9,21,24,25,29,31,33,40,45,49,53,54,55,57,58,60,61,63,65,60
3,4,10,15,18,23,25,29,31,33,37,38,46,47,49,50,53,55,62,65,49
6,8,11,13,16,22,26,31,34,38,42,43,49,56,57,62,64,65,66,70,31
2,7,9,15,16,20,22,23,25,26,28,29,32,35,45,50,53,62,63,64,20
2,3,4,8,10,13,16,19,28,35,42,43,45,47,51,59,60,62,65,66,47
2,3,8,9,11,16,23,24,25,26,34,35,41,49,59,60,61,62,66,67,8
2,6,7,8,14,15,18,23,27,28,35,38,42,47,49,58,62,67,68,70,23
12,14,15,17,19,23,24,25,28,32,38,47,49,52,54,56,59,62,68,69,54
1,3,4,6,8,9,10,17,30,38,39,41,43,45,47,48,56,61,69,70,48
1,3,6,14,16,25,27,30,33,34,36,44,50,53,57,58,61,64,65,69,64
4,8,13,16,17,19,21,22,23,25,29,32,38,42,50,51,54,57,64,66,51
1,4,5,12,14,18,21,22,25,31,32,34,40,43,52,53,54,60,63,68,52
4,5,11,15,25,27,28,32,34,35,40,45,47,49,50,57,60,63,66,68,35
2,3,4,7,16,26,27,29,31,33,34,48,50,51,52,55,58,61,68,69,34
4,6,10,15,18,20,24,27,30,32,36,41,43,46,53,54,55,59,61,70,70
4,6,9,13,18,20,22,23,25,26,40,43,44,45,51,56,61,66,67,69,67
4,12,17,19,20,26,30,31,34,38,40,48,49,52,53,55,57,60,66,70,60
4,5,8,10,13,16,18,19,20,21,23,26,27,36,46,47,56,57,59,67,4
7,9,11,17,23,24,32,35,38,39,40,41,44,49,51,53,54,55,61,68,23
1,2,4,8,15,18,19,25,29,31,33,37,38,40,46,49,51,55,60,64,60
4,7,9,13,14,18,22,24,37,42,43,49,50,53,57,58,59,66,67,68,53
3,9,12,15,18,25,26,30,33,34,36,37,40,41,45,46,47,56,59,70,25
4,8,9,11,14,23,27,32,34,40,42,47,48,49,52,59,61,64,66,68,52
1,7,16,23,25,29,32,33,36,38,45,46,49,50,55,57,58,66,68,69,45
1,10,11,13,15,17,18,25,26,32,35,37,43,44,49,56,62,66,68,69,44
2,8,10,13,21,22,25,26,33,35,41,42,49,54,58,62,65,67,68,69,10
4,9,11,12,21,25,26,28,30,31,38,39,47,52,53,54,57,64,69,70,28
1,2,4,6,9,10,13,19,20,22,24,26,32,34,35,42,53,59,65,67,10
6,8,10,12,13,15,16,31,38,39,48,51,55,56,58,61,63,66,68,70,58
2,8,10,12,14,15,20,21,24,31,36,40,48,53,54,56,59,60,63,70,8
1,6,9,10,11,14,15,16,17,20,21,28,35,37,50,51,52,59,62,66,50
1,4,6,10,11,13,18,19,26,29,33,41,43,44,47,56,60,63,64,66,44
1,5,7,15,21,28,31,34,35,37,39,41,44,46,48,49,55,60,65,70,60
3,4,8,9,17,18,23,25,26,29,30,33,37,39,42,48,55,59,63,69,26
2,7,10,11,13,16,18,22,33,34,36,42,43,48,52,53,57,58,60,62,42
1,2,6,12,19,32,33,34,36,38,44,47,48,53,54,56,57,58,60,69,54
1,10,11,13,15,19,21,23,24,26,29,30,33,39,40,43,44,56,61,67,1
3,6,8,20,24,25,26,31,32,35,46,48,50,53,54,60,63,64,67,68,35
6,9,10,17,19,21,22,34,36,37,38,39,43,46,48,50,51,56,57,66,9
4,6,12,14,21,22,27,31,35,38,40,43,45,47,49,50,51,55,61,62,22
5,6,8,9,10,12,25,27,30,32,38,39,40,45,46,51,53,54,65,66,51
8,19,33,37,42,44,45,47,49,53,55,57,58,59,60,61,64,65,68,69,53
2,3,4,13,14,15,21,22,28,29,32,37,39,43,47,48,54,55,56,58,55
2,6,9,15,25,27,28,36,39,41,44,46,47,51,53,62,64,65,69,70,25
1,3,5,8,13,15,20,22,29,35,39,43,45,47,49,51,52,57,64,69,39
1,3,8,10,13,14,20,23,25,30,31,38,44,46,49,51,53,54,60,70,3
10,14,16,23,24,29,30,32,39,40,41,42,44,51,52,53,54,57,62,69,16
1,2,4,17,19,22,24,25,27,29,30,35,42,46,53,54,58,59,66,70,19
7,10,12,13,14,25,28,29,33,34,38,47,54,55,57,58,62,63,65,69,33
4,5,8,11,19,28,30,32,47,50,51,52,53,55,56,57,59,60,66,68,32
2,4,5,13,14,15,16,20,22,27,30,32,34,41,43,44,45,46,51,64,22
3,5,6,7,12,14,16,19,23,25,29,31,36,37,47,52,54,59,61,70,59
11,14,16,20,21,23,25,26,28,29,32,40,42,44,46,49,50,57,64,70,49
7,10,20,21,22,23,25,27,29,33,40,41,42,46,51,53,54,61,66,68,66
1,8,11,15,19,20,23,25,26,39,43,45,52,54,59,61,62,63,64,66,8
3,4,8,9,14,18,20,24,29,30,39,40,43,45,52,56,60,62,64,69,20
2,4,6,10,13,22,23,26,28,29,33,34,36,38,53,54,55,58,67,68,34
4,10,12,13,14,15,16,17,23,42,48,49,51,54,56,62,64,66,68,70,64
2,9,10,11,15,19,20,21,23,24,25,27,41,52,54,57,60,62,65,68,62
3,5,7,9,15,18,24,29,30,31,32,34,39,45,47,49,54,57,66,67,45
4,9,11,13,18,25,27,30,32,36,41,42,46,47,51,53,60,64,67,70,46
7,10,11,13,17,22,27,28,29,31,32,37,42,44,50,54,57,58,68,69,32
12,14,15,19,23,27,37,38,41,43,45,46,51,52,53,55,62,63,66,69,62
6,11,12,13,17,19,20,29,37,39,41,42,43,44,48,50,53,54,59,60,19
2,13,16,19,22,23,24,28,38,41,43,44,52,54,55,56,57,60,65,66,44
1,3,5,6,7,10,12,13,17,18,27,29,35,40,42,43,53,63,64,68,3
11,14,18,20,21,22,23,30,33,36,38,41,47,50,51,54,60,61,63,64,63
4,9,17,20,21,24,29,31,38,39,44,46,51,52,55,58,60,62,66,69,17
2,4,9,11,13,15,21,24,28,33,35,36,39,43,45,46,55,59,63,66,55
6,7,13,19,20,25,28,29,34,37,38,39,41,43,50,52,56,60,68,70,60
4,5,13,15,26,28,36,39,41,45,48,49,52,55,58,59,63,65,66,68,15
1,2,3,10,12,21,25,28,29,30,38,39,40,41,43,47,54,62,66,68,39
7,8,10,17,19,21,27,29,35,36,37,39,41,46,49,57,60,63,64,65,29
1,3,4,5,10,21,24,25,27,34,37,39,42,46,47,48,53,57,58,62,48
1,2,8,12,16,28,30,31,32,38,40,41,44,45,49,50,57,59,60,69,57
3,4,5,7,10,12,15,21,22,24,29,32,33,36,40,45,55,57,63,67,7
1,5,9,14,20,21,24,25,36,43,45,46,52,53,55,57,58,59,61,67,1
1,5,7,11,12,15,19,25,26,29,40,42,43,53,56,57,58,60,64,68,56
4,7,10,12,14,16,17,21,23,24,34,36,45,49,53,55,58,59,67,68,23
1,5,12,24,26,27,35,39,41,42,44,46,47,53,54,56,58,60,62,69,58
1,5,17,21,25,26,31,32,37,38,44,48,49,50,61,62,65,66,67,70,65
6,8,19,23,25,31,34,35,41,45,46,49,53,56,57,59,64,66,67,70,31
8,10,15,16,17,20,21,22,29,35,38,41,48,50,56,57,62,63,64,68,20
4,8,11,17,20,24,27,29,30,31,46,49,50,51,55,56,59,65,66,68,68
3,5,6,7,13,14,21,27,29,32,33,36,42,45,52,53,56,57,59,69,27
6,10,11,14,17,20,24,26,33,35,37,38,39,40,49,53,57,60,62,65,20
2,6,7,9,11,13,15,16,22,28,39,44,46,49,55,57,58,60,61,66,6
10,11,12,16,17,18,22,25,26,28,41,45,46,47,48,52,56,58,59,65,52
1,6,7,12,13,18,20,25,34,36,39,40,42,43,50,52,59,64,69,70,13
10,11,15,16,17,19,23,24,26,35,37,38,40,42,46,47,55,62,68,70,19
5,8,14,18,19,20,24,31,33,36,40,46,51,56,59,60,61,63,66,68,66
2,3,7,10,11,14,16,24,25,31,32,41,42,47,58,59,60,61,63,68,2
1,3,6,9,11,13,23,35,36,37,41,43,46,48,52,55,60,62,67,69,41
3,5,7,9,15,18,20,22,23,24,39,44,47,54,55,56,63,66,68,70,9
11,18,19,26,28,32,35,36,38,45,46,47,53,55,56,62,64,65,67,68,32
2,5,8,13,19,22,23,26,28,29,30,40,51,57,58,59,62,68,69,70,2
2,9,13,14,19,21,22,30,32,33,35,40,47,49,50,54,62,64,66,70,32
3,5,7,10,14,18,20,27,28,30,36,39,42,43,45,50,53,59,62,67,50
2,5,11,12,22,23,30,31,34,38,41,43,44,53,57,58,63,64,67,68,38
1,12,13,21,24,26,28,31,32,33,34,40,41,43,50,54,58,61,63,70,34
12,15,19,20,28,30,34,36,39,40,41,43,44,47,53,56,57,60,69,70,20
3,8,9,12,15,17,29,36,37,38,41,45,46,49,55,56,58,63,69,70,49
4,7,8,13,15,17,18,19,20,25,27,30,31,35,39,42,50,65,66,70,4
6,7,8,10,11,14,17,24,26,28,29,33,34,35,40,59,60,61,63,69,35
1,2,3,8,11,15,18,22,26,33,35,36,41,45,46,49,55,58,65,68,45
1,3,8,11,13,14,17,18,20,24,29,35,38,40,42,51,53,54,58,64,58
2,7,9,13,14,20,21,22,24,26,29,34,37,38,40,51,60,64,67,68,9
3,5,10,12,26,31,33,35,36,37,38,39,45,46,49,52,53,54,56,65,26
3,4,5,6,14,15,20,23,27,33,36,38,41,47,49,50,60,62,63,64,36
2,4,5,7,9,10,13,14,17,19,20,26,32,36,38,40,42,47,60,67,60
1,3,7,9,18,19,20,21,26,30,42,43,45,47,52,58,59,61,66,68,47
1,14,17,32,33,34,36,38,41,42,44,54,56,58,59,61,62,63,67,69,34
3,8,13,17,18,25,26,27,32,45,46,47,50,54,59,60,61,64,66,68,18
1,5,8,14,21,22,29,30,31,37,41,43,51,52,53,55,57,62,67,70,53
3,4,6,10,14,17,18,20,24,26,31,34,35,37,41,54,57,63,64,66,41
5,7,9,10,12,13,14,24,26,29,30,34,47,50,52,59,61,65,67,69,61
1,2,4,7,19,22,25,26,27,28,31,32,36,39,40,46,58,59,61,70,31
3,7,17,18,23,25,32,34,36,38,41,45,46,47,49,51,52,58,59,62,23
10,11,14,15,16,19,20,22,23,25,26,30,37,46,47,49,50,51,52,63,14
8,9,14,18,28,30,32,37,39,46,50,52,59,61,65,66,67,68,69,70,28
