ball 1,ball 2,ball 3,ball 4,ball 5,ball 6,ball 7,ball 8,ball 9,ball 10,ball 11,ball 12,ball 13,ball 14,ball 15,ball 16,ball 17,ball 18,ball 19,ball 20,king ball
3,7,9,12,15,16,20,21,23,25,28,35,36,38,43,47,49,60,62,67,23
2,5,7,11,13,17,18,24,25,26,27,29,30,35,36,40,52,58,61,68,58
6,9,12,18,22,24,25,28,29,30,31,35,36,44,48,53,57,58,66,67,35
2,5,6,15,17,19,21,23,26,36,38,42,45,46,49,53,59,65,66,67,66
2,7,8,11,17,18,21,22,30,32,35,43,45,54,55,61,63,64,68,69,8
5,7,8,12,15,16,26,27,42,44,45,48,53,54,56,58,63,65,67,70,53
2,6,11,13,18,19,21,25,31,36,37,38,41,47,48,49,54,56,57,68,31
5,8,11,18,26,29,37,38,43,47,50,52,56,58,60,61,62,64,67,68,18
1,6,7,9,14,15,17,18,19,25,28,31,34,37,42,47,48,51,54,55,42
4,6,16,17,20,23,24,28,31,33,36,38,40,41,53,54,58,59,60,65,60
2,5,8,10,12,16,17,27,32,33,35,41,42,43,47,53,63,66,68,70,33
3,13,17,20,22,24,25,26,28,33,36,37,39,42,44,47,54,56,62,63,28
6,12,13,15,19,21,22,23,28,37,39,40,42,44,47,49,52,55,58,69,52
7,9,10,14,15,18,22,25,27,29,41,43,54,55,56,57,60,61,67,70,27
9,13,16,17,18,20,22,29,31,32,35,38,39,43,50,53,56,60,61,70,60
1,9,10,14,17,20,21,24,29,33,34,35,36,37,41,44,52,58,59,68,33
4,8,9,10,18,19,27,28,31,34,39,40,41,43,45,47,55,59,65,67,40
4,18,24,27,33,34,36,37,38,42,43,44,48,53,58,59,61,63,65,67,53
8,9,15,18,25,28,33,34,43,44,49,51,53,57,60,61,62,64,69,70,51
1,2,5,8,10,13,14,15,17,23,43,46,48,50,52,53,58,61,64,70,13
7,11,17,19,20,22,26,27,29,30,33,34,36,38,48,50,52,57,66,70,26
1,5,7,9,11,14,20,22,23,26,31,38,39,41,45,46,50,52,60,70,31
14,16,18,20,21,22,25,27,30,31,35,36,43,47,54,59,60,64,69,70,16
3,10,12,14,17,20,21,26,35,39,41,42,44,47,57,61,62,63,64,69,63
2,7,11,15,21,23,27,28,30,31,32,34,45,47,48,51,54,60,61,67,45
1,2,5,19,22,23,25,33,36,37,38,39,41,49,53,58,61,62,65,67,38
1,4,7,12,16,20,23,26,29,32,37,39,43,45,48,49,54,56,63,70,70
2,5,7,9,12,14,16,22,38,43,46,47,55,58,59,61,62,65,66,68,7
1,9,10,12,13,20,25,26,30,35,36,37,40,44,48,51,54,57,59,62,54
3,7,8,9,10,11,19,25,26,27,28,29,31,34,36,40,43,45,65,68,27
1,5,8,11,14,15,17,18,21,22,24,28,34,35,39,40,45,55,69,70,15
2,6,12,14,15,18,19,20,23,31,33,39,40,44,46,49,52,63,64,70,15
2,3,4,5,12,22,25,30,39,40,46,47,48,53,56,57,59,65,67,68,5
6,13,17,19,21,23,25,27,29,30,31,34,35,37,40,42,44,47,58,70,58
6,7,8,10,15,20,22,25,27,29,31,35,48,52,53,59,62,67,68,70,15
3,4,10,11,17,21,32,33,37,39,43,44,47,48,49,51,53,58,61,68,33
2,3,4,5,6,8,10,13,14,19,20,24,25,31,34,37,45,46,56,64,10
5,9,11,14,15,30,35,38,40,42,46,49,53,58,59,60,63,67,68,69,63
3,9,10,12,18,20,22,23,27,32,36,42,43,44,46,48,50,56,57,69,56
2,5,10,13,22,25,26,30,32,33,35,38,50,56,61,62,64,65,66,69,50
14,16,19,21,23,29,30,32,34,36,41,42,50,53,55,57,61,62,67,70,23
5,18,23,24,26,32,34,35,40,41,44,48,49,51,56,57,59,60,61,68,61
6,9,12,14,22,25,26,27,28,34,42,47,51,54,62,63,64,66,69,70,28
10,19,24,25,28,35,37,38,44,46,49,53,56,57,58,63,65,66,67,69,67
1,2,3,5,12,20,29,34,36,37,41,42,43,46,47,48,55,57,60,68,42
4,5,7,8,13,14,15,22,28,30,32,37,48,49,50,54,55,60,63,64,55
1,7,8,11,13,16,22,23,29,31,34,36,51,54,55,60,63,64,66,67,1
1,9,12,14,21,26,34,37,39,41,46,48,49,52,54,60,65,68,69,70,9
5,6,9,11,16,17,18,24,25,26,27,31,33,40,42,45,51,58,63,67,11
3,14,16,17,18,23,24,25,26,27,28,32,34,36,40,47,50,55,56,59,40
2,3,6,12,15,16,17,18,23,24,27,29,30,33,34,36,41,43,59,63,33
1,2,11,13,15,16,30,32,39,41,45,47,48,55,57,61,62,63,66,68,1
6,17,22,24,25,26,27,29,30,31,33,38,39,42,47,49,54,56,58,69,39
3,4,11,12,13,16,20,21,22,25,27,29,31,37,40,42,45,46,51,70,45
3,4,12,15,21,22,23,28,34,36,37,41,45,51,52,55,57,62,63,69,12
2,10,11,15,17,25,27,28,29,30,32,37,40,55,56,60,62,64,67,69,27
1,2,3,4,10,14,18,24,25,27,30,33,34,37,38,42,43,44,67,70,1
3,6,7,10,17,20,22,23,28,31,32,41,42,49,50,56,59,61,62,64,61
3,4,5,8,14,15,20,24,25,28,33,34,39,41,42,52,56,60,61,66,24
1,2,4,11,17,22,25,31,39,46,48,50,52,54,57,58,59,63,66,70,4
2,3,5,6,9,18,21,22,24,25,27,28,30,34,49,51,53,58,65,67,65
1,5,14,15,16,21,24,25,31,35,36,38,40,42,49,51,53,58,59,62,14
1,2,6,9,10,18,21,23,26,31,32,36,37,40,41,42,52,54,60,61,61
1,2,3,6,19,20,24,26,28,35,36,37,40,45,53,54,55,66,67,70,40
2,4,6,8,9,13,15,17,19,22,26,27,28,35,45,48,49,53,55,68,9
2,6,13,18,20,27,31,34,37,38,39,42,43,47,49,56,59,60,63,65,34
5,8,12,14,16,17,22,24,25,34,36,37,42,53,55,62,66,67,68,69,8
1,3,4,5,7,11,18,19,35,36,37,39,41,46,47,50,52,57,63,64,52
2,4,5,6,8,10,21,24,25,31,38,40,44,47,51,56,57,58,59,65,59
12,13,18,22,23,27,34,44,45,47,48,49,50,52,54,56,57,58,61,65,23
8,12,13,21,22,25,26,28,31,32,38,40,43,45,48,52,55,59,60,67,32
1,10,16,18,19,24,27,29,32,35,38,40,46,51,53,56,61,62,69,70,29
9,13,16,21,22,26,28,30,32,40,42,48,49,50,56,57,61,64,65,68,13
2,5,6,8,9,10,12,13,16,24,27,28,32,45,55,56,60,64,67,69,67
2,9,10,13,15,19,22,25,27,34,36,44,46,47,51,60,61,67,69,70,25
1,8,12,14,16,20,21,28,32,33,34,36,38,42,43,55,59,63,64,67,28
1,3,7,13,16,17,18,19,23,26,29,36,40,44,46,53,57,62,64,67,53
3,4,5,15,18,19,21,22,24,31,40,42,43,51,55,59,61,62,63,68,19
5,8,9,11,14,16,17,23,24,28,36,38,40,42,44,49,50,59,63,67,40
3,12,13,14,17,18,23,36,38,40,49,50,52,53,54,58,66,68,69,70,36
1,2,4,8,19,20,22,23,29,32,33,39,45,46,51,52,57,61,63,70,45
4,7,9,13,14,16,20,22,31,43,52,53,54,55,58,59,62,63,68,70,70
2,5,7,8,9,14,23,30,32,39,43,50,51,52,54,56,57,62,65,70,23
2,3,5,9,12,14,19,20,24,25,28,41,42,49,50,53,57,61,63,70,24
2,6,8,10,11,17,20,26,28,33,37,41,44,48,52,54,59,65,67,68,6
8,9,13,20,22,23,25,32,36,46,47,49,50,52,54,55,61,63,64,70,63
4,5,19,21,31,34,36,40,41,45,48,49,55,58,59,62,64,65,67,68,49
1,2,3,7,11,12,15,21,26,27,31,36,40,41,46,59,63,64,66,70,21
6,8,12,21,23,26,27,29,31,34,36,42,44,46,47,55,58,59,60,67,47
9,10,11,17,19,21,26,27,32,35,37,38,42,46,47,51,60,62,64,68,62
1,3,4,6,12,13,14,15,17,19,21,25,27,36,52,57,58,65,66,70,19
3,6,8,9,12,23,24,38,40,42,43,45,46,47,52,60,62,65,69,70,47
7,8,10,15,23,24,25,28,31,32,34,41,44,52,53,58,59,62,63,64,28
6,12,14,16,19,20,21,22,24,28,30,37,39,40,47,60,61,64,68,70,40
1,2,3,8,14,21,29,35,48,54,55,57,60,61,62,63,64,67,68,69,68
5,8,12,15,20,27,29,30,32,34,35,36,37,45,46,48,57,62,66,69,8
5,7,10,13,23,25,26,28,30,35,47,51,53,55,56,60,62,63,67,70,47
2,3,4,9,11,20,31,32,33,36,41,42,43,46,52,56,58,62,69,70,11
1,2,3,5,7,9,11,16,20,21,24,26,30,32,40,42,43,44,47,58,42
1,2,8,10,11,15,16,19,21,23,28,35,40,42,43,45,56,61,67,70,70
4,6,9,12,19,27,33,37,38,45,46,47,49,52,58,60,63,66,67,68,27
12,14,15,18,26,30,33,34,37,43,46,47,48,51,58,59,61,62,67,69,43
2,3,10,14,15,18,27,29,32,37,38,39,50,53,55,58,60,63,65,69,53
4,13,15,21,25,29,34,37,41,42,47,50,52,53,55,56,59,64,68,69,56
5,6,12,13,17,18,21,22,24,27,34,40,41,43,46,47,48,66,67,68,34
3,7,8,11,13,18,26,30,32,33,34,35,46,53,55,58,59,62,67,68,33
2,15,17,24,25,27,32,33,36,37,38,39,41,42,53,54,58,59,65,68,65
1,8,11,15,20,21,23,29,34,36,37,38,39,45,46,49,53,62,64,70,64
1,2,4,5,11,15,16,17,21,26,30,31,33,35,42,48,55,56,61,69,2
4,6,9,18,22,24,26,27,31,36,39,40,43,46,49,55,58,62,67,69,6
1,3,9,12,19,22,28,29,31,35,36,38,44,45,46,51,57,62,63,66,62
6,7,10,13,19,22,29,30,38,40,47,48,49,55,58,59,60,61,62,67,59
1,4,14,15,20,30,31,36,37,40,41,42,50,51,52,55,59,64,68,70,36
1,5,11,12,13,15,16,18,19,24,27,33,34,37,41,57,59,61,64,68,12
6,8,12,13,14,15,20,21,22,24,25,29,38,47,48,50,52,61,66,69,20
2,5,7,11,12,17,21,25,35,36,38,40,44,47,49,54,58,60,62,70,7
2,3,7,9,15,17,21,23,32,34,35,37,38,45,49,54,60,62,63,67,9
6,7,9,11,12,13,15,17,22,26,31,34,35,38,53,59,60,64,66,70,11
3,8,12,21,24,27,28,29,35,37,38,41,47,49,53,56,58,59,62,67,24
2,3,7,11,12,23,31,32,35,36,38,45,48,52,53,61,62,63,64,66,7
2,4,10,18,26,33,36,37,41,43,47,53,54,55,61,62,63,64,67,70,64
1,2,3,7,10,13,17,19,21,25,31,41,43,49,51,54,55,59,61,64,55
15,19,20,25,26,38,39,40,42,48,49,50,53,56,58,62,63,67,68,69,49
2,5,12,13,15,20,21,30,37,39,45,46,48,49,51,52,56,62,67,70,20
9,12,14,16,27,29,33,34,35,37,39,41,51,56,58,59,60,61,63,67,16
2,4,5,10,12,19,23,25,27,29,30,32,35,46,51,52,53,60,66,67,51
2,4,5,13,15,17,18,32,33,35,37,39,41,45,48,56,59,64,68,69,13
3,6,7,8,11,12,13,14,24,28,31,36,39,40,44,45,49,50,56,62,31
2,5,10,12,24,26,28,33,37,43,45,47,48,51,58,61,65,67,69,70,48
1,16,17,25,31,32,34,36,37,38,40,43,44,55,56,58,59,60,64,65,16
1,2,15,16,17,19,21,22,26,31,33,39,42,44,46,47,62,63,67,69,2
2,5,9,23,27,28,29,33,35,38,39,41,44,45,50,55,56,62,64,66,35
5,6,7,9,14,21,31,32,33,35,37,39,41,43,45,49,52,56,65,70,70
3,6,10,11,14,16,20,24,26,30,31,32,33,36,41,46,53,61,67,68,24
1,2,5,12,13,17,19,21,29,36,38,39,42,51,55,60,61,63,64,65,19
1,10,16,17,18,21,24,31,33,35,42,43,44,48,51,53,54,65,66,67,21
5,8,9,13,14,25,35,36,38,43,44,49,50,51,57,58,61,64,69,70,58
4,6,10,11,12,17,19,27,28,33,34,35,39,47,52,57,61,62,67,70,47
4,12,15,16,22,23,28,32,33,38,41,44,45,47,49,55,56,61,63,70,55
5,8,15,19,20,34,37,39,41,42,43,47,48,51,53,55,62,63,64,67,5
14,17,18,20,23,25,26,29,32,35,37,40,48,52,54,56,57,63,64,66,37
3,10,13,15,17,21,22,29,31,34,35,40,43,51,54,58,59,63,67,70,67
4,6,8,9,10,16,17,19,21,22,28,31,39,46,50,51,54,59,69,70,21
1,8,11,14,18,22,23,27,28,32,38,39,45,46,50,56,57,62,64,67,50
4,5,6,10,16,19,21,22,23,25,27,31,35,41,45,47,59,61,65,68,4
1,2,12,14,16,22,24,33,42,43,44,48,49,50,52,57,58,59,60,67,59
5,6,9,15,24,25,30,31,33,34,45,49,50,51,55,57,58,59,68,69,68
7,8,9,10,11,12,15,17,19,27,32,33,47,48,55,56,57,62,64,68,56
3,11,13,15,20,21,22,23,25,29,31,33,40,42,50,52,53,55,60,64,21
1,11,12,13,18,21,25,28,29,35,40,43,44,47,48,55,56,59,60,67,35
4,12,13,14,21,24,26,36,40,41,43,49,50,55,57,59,61,66,68,69,13
6,9,10,15,16,23,24,34,36,38,45,51,52,54,56,57,58,61,68,70,54
4,9,10,15,19,21,25,29,31,33,46,50,51,52,54,59,61,64,69,70,69
2,9,11,17,18,19,20,24,25,28,35,37,39,41,44,46,50,55,65,68,46
2,7,10,11,12,19,24,25,26,31,32,33,34,39,47,48,50,60,65,70,11
6,14,18,19,20,26,28,33,37,38,46,47,49,50,52,53,56,58,61,70,33
2,7,12,15,16,19,21,29,32,35,40,49,52,53,57,60,64,66,69,70,29
3,7,10,18,21,25,32,34,35,36,38,41,43,45,46,48,49,56,62,64,43
1,2,4,6,8,12,23,28,29,30,32,33,34,40,49,50,52,53,56,65,8
1,6,10,12,14,15,26,29,34,35,36,37,38,43,45,47,52,56,58,68,56
8,10,13,19,20,25,26,27,32,34,35,39,45,47,51,52,61,65,68,69,8
2,4,5,6,7,12,15,23,31,32,33,43,44,45,46,47,50,57,58,67,67
4,6,9,15,17,19,20,21,34,38,39,41,48,50,54,56,58,62,63,68,56
12,13,27,28,31,32,34,36,38,39,40,52,53,54,55,59,61,65,66,70,28
6,7,14,15,19,20,22,23,28,30,33,36,38,40,43,47,50,55,60,61,40
2,8,10,12,16,25,27,29,31,37,38,40,44,46,50,53,54,61,68,69,25
1,3,4,18,19,25,27,30,36,38,46,48,54,56,59,60,63,66,67,70,63
2,9,12,18,20,21,25,26,27,31,33,35,36,42,43,50,58,63,68,70,68
12,13,16,22,23,27,28,30,32,38,39,45,53,60,62,64,66,68,69,70,69
5,8,10,13,14,20,21,22,23,24,26,29,33,35,40,43,51,60,68,69,20
2,6,9,11,14,15,18,21,24,25,27,35,38,43,47,54,55,56,64,65,11
2,3,7,15,16,20,24,30,31,32,33,34,45,48,53,54,59,62,65,70,53
3,5,9,11,12,17,21,24,25,26,29,34,36,37,42,60,61,64,65,70,64
3,6,9,10,11,13,15,25,31,33,34,37,40,43,45,48,49,51,54,64,54
7,14,21,25,26,34,42,44,47,49,50,52,55,56,59,61,62,63,64,67,50
9,11,15,19,20,24,31,34,37,41,42,44,54,56,57,58,61,62,65,66,62
2,4,5,6,8,16,19,21,23,24,27,30,35,37,40,48,51,55,68,70,4
2,5,8,13,14,16,19,23,34,36,37,39,40,45,46,49,53,60,65,66,19
2,13,16,26,27,30,31,36,40,44,49,51,52,55,57,58,61,64,67,70,49
1,6,9,13,15,23,24,31,32,39,43,45,46,49,50,53,56,57,61,70,70
7,11,13,16,18,21,23,28,32,34,37,38,40,43,47,49,53,60,62,67,18
5,6,7,8,13,16,17,18,29,34,40,43,47,51,52,55,56,60,62,63,63
3,4,11,14,17,18,21,25,28,36,42,46,49,50,55,59,65,66,67,70,46
6,8,16,18,21,29,32,36,41,42,43,45,47,50,52,55,56,57,59,69,56
2,7,9,10,13,16,18,21,22,23,28,31,34,43,45,50,52,56,63,66,16
3,5,11,12,16,17,28,30,32,34,37,40,41,45,56,57,59,63,65,66,63
1,2,5,10,17,22,39,46,47,53,54,56,58,61,62,63,64,65,67,69,5
2,3,6,7,9,10,11,16,22,23,34,35,36,42,48,56,60,62,68,69,3
1,2,3,7,10,13,21,23,24,25,26,31,36,41,43,44,48,54,55,67,67
2,8,16,17,18,27,30,32,34,36,43,46,54,56,59,61,62,65,66,68,16
3,9,11,12,14,17,22,24,27,33,34,35,36,41,43,44,45,47,59,64,43
9,10,11,15,16,17,28,30,37,42,47,52,57,58,59,64,66,67,68,69,47
1,9,11,15,16,28,29,30,32,34,38,39,41,45,46,47,52,53,58,68,58
8,9,11,13,16,18,35,36,42,46,47,48,50,53,54,55,57,62,67,70,11
8,10,14,18,23,24,25,26,31,33,39,41,42,44,47,51,52,55,58,60,41
1,7,12,13,14,15,20,32,37,40,41,42,44,46,48,49,54,62,65,69,1
1,4,7,10,12,14,16,21,23,24,31,33,34,36,40,43,44,48,52,61,16
1,4,5,11,14,19,20,33,38,39,43,45,49,50,53,59,63,66,67,69,20
4,7,8,9,10,12,20,21,29,36,45,46,52,53,54,55,59,61,62,63,46
2,5,6,7,18,19,25,28,34,37,39,41,43,45,47,56,57,58,63,70,41
1,10,13,15,16,20,24,25,27,28,37,39,40,43,46,53,58,60,61,64,40
1,2,8,15,16,17,23,28,29,30,32,40,44,46,51,55,56,61,63,64,15
3,7,8,11,12,13,15,25,26,29,32,34,42,49,51,59,63,65,66,69,12
2,12,19,21,26,30,31,40,41,42,43,48,49,51,56,57,60,67,69,70,31
2,3,4,8,9,17,20,21,24,33,35,38,40,42,47,50,52,57,63,69,4
2,4,14,23,27,28,29,30,33,34,39,41,45,50,51,57,63,64,65,68,65
1,2,6,11,12,16,17,22,25,37,39,42,43,45,47,48,52,54,58,66,47
9,10,12,18,20,22,27,32,33,35,38,39,43,49,50,51,53,58,65,69,27
1,4,8,11,13,15,23,26,28,35,41,42,45,46,50,54,55,59,60,69,69
2,3,5,6,8,15,16,21,25,26,27,32,33,36,45,50,56,63,67,68,27
10,14,16,19,25,26,35,36,38,41,46,47,49,50,51,54,55,58,63,70,14
3,4,6,12,16,18,26,33,37,42,46,49,50,54,58,59,64,65,68,69,46
3,9,10,21,22,25,26,27,28,35,36,37,44,46,47,49,50,53,54,55,26
1,9,12,16,17,20,21,23,25,36,37,39,44,50,55,56,57,58,59,60,20
2,8,10,11,12,20,21,22,29,31,35,38,40,41,43,46,51,58,60,64,10
2,5,10,17,20,23,25,29,30,33,37,41,42,45,46,49,51,68,69,70,10
1,3,6,10,12,13,19,23,24,37,40,41,42,43,44,45,46,53,66,70,66
1,2,13,15,21,26,27,29,32,35,36,38,46,47,51,52,56,65,66,67,47
1,2,3,4,14,16,17,24,26,30,36,37,43,46,51,54,55,62,63,69,54
1,2,5,13,27,30,31,32,40,45,49,55,56,59,62,64,65,66,67,68,5
2,4,7,8,13,17,28,29,35,37,39,42,45,49,51,56,58,61,65,68,39
1,7,8,12,16,17,18,32,38,44,48,49,55,59,61,63,64,65,68,69,1
1,4,7,8,12,13,14,20,30,32,36,42,47,48,52,55,56,61,62,70,52
1,7,10,16,17,24,26,33,35,37,39,47,52,53,55,58,61,62,65,68,68
2,5,10,11,14,17,18,19,25,26,29,36,38,52,54,55,57,58,59,66,52
2,9,10,12,13,14,15,16,23,27,30,34,37,40,49,50,60,61,63,65,49
4,7,16,21,23,24,26,27,35,43,44,45,47,48,49,57,58,59,66,69,48
4,13,14,15,16,21,22,24,25,28,33,38,39,40,43,44,45,54,62,64,13
3,4,10,12,15,17,18,23,29,37,40,49,54,55,61,62,64,66,68,70,37
6,7,8,9,12,15,16,22,26,27,31,37,45,46,47,52,53,56,59,68,26
1,2,3,11,13,25,27,29,32,34,36,44,49,51,52,53,55,62,63,67,29
5,6,11,14,18,20,24,26,28,29,34,35,38,40,43,46,55,61,65,70,55
6,7,8,19,24,25,28,30,34,35,42,43,47,48,53,54,55,57,64,70,6
1,2,3,14,16,22,29,30,32,34,36,40,42,47,48,52,56,57,64,70,16
8,10,17,19,22,23,27,28,30,36,38,39,43,51,53,60,61,64,67,68,60
1,2,3,7,11,15,23,27,37,38,40,50,53,55,58,59,61,62,65,68,50
3,7,11,12,14,23,28,31,34,36,37,38,42,53,54,55,57,64,65,66,38
4,10,15,17,18,19,24,27,30,32,33,34,37,40,43,44,45,50,56,70,37
1,3,14,15,16,26,27,30,33,35,36,37,41,43,46,51,57,61,62,65,16
7,11,12,13,14,26,30,31,38,39,51,52,55,59,61,65,66,68,69,70,26
1,3,5,9,18,24,25,26,28,31,34,35,38,46,49,52,58,59,60,70,25
2,6,17,21,22,30,35,43,44,45,47,48,49,50,53,54,57,60,62,64,17
8,11,15,21,34,35,36,40,41,42,45,46,50,52,56,57,58,60,68,69,50
1,5,6,7,11,13,20,22,25,28,32,34,38,41,50,53,55,58,60,61,28
7,8,10,11,14,17,21,22,23,37,38,42,43,44,49,52,57,61,65,70,44
2,3,7,12,15,17,24,28,31,32,33,35,36,38,39,51,55,61,62,68,35
1,6,7,13,14,17,18,23,24,25,26,27,33,37,39,41,47,51,61,65,1
1,2,4,5,10,15,17,20,29,31,32,38,39,41,44,45,49,54,66,70,41
7,10,13,22,27,31,33,36,40,45,49,50,51,52,53,62,63,64,66,67,10
1,5,6,15,16,21,26,27,29,36,39,40,42,47,48,54,62,63,65,69,27
7,9,10,11,16,25,26,30,32,36,37,47,50,59,60,61,64,66,69,70,11
8,9,12,14,23,25,26,33,37,38,41,44,45,51,52,55,56,66,67,68,14
3,6,8,10,11,13,16,24,27,28,29,30,33,35,38,40,42,45,58,60,3
1,3,4,8,12,15,18,19,21,31,32,35,38,39,44,48,50,51,59,62,50
4,8,11,12,13,18,22,27,29,30,34,38,39,42,52,53,54,64,68,70,13
10,11,13,15,16,17,20,24,29,33,34,38,40,45,53,55,57,62,67,69,24
3,13,15,16,23,24,34,37,38,41,44,45,52,55,58,61,62,64,67,68,3
2,3,6,7,8,10,19,22,24,26,34,35,36,39,43,49,54,64,66,68,7
1,3,7,8,16,17,19,20,28,34,35,42,46,49,50,52,55,61,66,69,16
1,2,10,12,23,26,27,28,31,40,45,47,49,52,55,56,57,59,61,67,61
1,3,5,8,16,21,23,30,31,34,37,40,43,44,53,54,55,59,64,66,21
2,4,11,13,16,17,18,22,24,26,29,32,38,41,43,45,47,59,61,62,62
7,12,19,20,21,23,25,29,30,31,36,40,47,48,49,51,53,60,63,68,19
3,5,6,9,11,15,18,20,22,27,28,34,36,37,48,54,56,58,59,69,5
1,2,6,10,11,13,15,19,29,32,33,39,54,55,59,60,61,65,66,69,55
9,10,13,14,15,21,22,23,24,27,28,29,32,34,38,55,60,66,67,69,22
2,7,8,11,16,18,19,24,29,31,34,37,39,43,48,52,54,55,64,67,48
1,3,12,13,20,28,29,32,33,35,37,40,44,55,56,60,62,66,67,70,20
3,7,8,11,12,19,20,23,28,30,41,52,54,58,60,61,63,66,68,70,11
3,4,5,6,9,13,14,15,20,21,27,29,30,31,38,39,53,62,64,65,6
4,15,17,24,25,26,27,30,33,37,38,51,52,53,54,59,62,64,67,69,64
4,5,10,11,13,15,17,20,21,32,38,40,42,46,49,52,53,60,66,68,11
1,6,7,9,11,12,20,22,24,26,27,28,35,40,41,58,62,63,67,69,26
6,10,14,19,22,24,25,26,27,28,29,38,40,54,57,59,61,66,67,69,59
1,7,8,12,27,29,32,33,36,38,39,40,42,47,50,53,58,60,64,68,42
4,12,14,15,17,20,28,30,34,36,41,47,48,51,54,63,64,65,66,70,63
7,10,11,14,17,19,23,28,29,33,36,38,42,45,53,54,57,59,62,63,36
3,9,17,18,21,27,37,38,41,46,49,50,53,55,59,60,63,64,68,70,60
5,8,13,14,15,19,21,24,38,39,40,41,48,50,54,55,57,60,68,69,15
1,3,4,7,11,13,18,20,25,27,34,36,39,40,48,50,54,56,57,65,11
6,9,13,14,17,21,29,32,33,43,44,46,47,49,53,55,56,57,64,67,29
3,5,7,8,12,14,15,16,33,36,41,48,56,60,61,62,63,65,66,69,5
1,3,6,18,21,22,24,26,34,39,44,45,46,51,54,55,58,61,63,66,1
2,3,7,11,13,27,28,31,37,38,41,46,47,56,57,62,63,64,65,69,27
5,8,13,15,18,19,20,23,30,32,33,35,42,43,48,49,52,53,56,69,42
3,14,15,16,17,25,28,29,31,38,39,44,54,55,60,62,65,66,68,70,38
1,2,4,7,8,19,23,26,28,37,42,44,46,50,55,60,61,65,68,70,1
14,15,19,20,22,24,29,39,40,42,46,47,49,52,54,55,59,64,68,69,39
2,6,7,8,10,13,26,31,36,38,46,52,54,55,56,57,59,61,66,68,10
1,2,7,12,18,21,24,27,29,34,36,38,46,48,49,51,54,60,62,69,7
1,2,3,9,11,13,15,21,23,31,34,39,42,47,48,50,51,52,59,65,9
2,4,13,15,18,20,23,24,26,30,31,32,36,39,41,43,45,60,61,64,36
4,5,7,9,10,12,16,21,26,28,37,39,40,41,43,45,47,50,52,62,10
1,4,5,6,12,15,24,25,30,31,33,43,48,49,53,56,58,63,67,68,15
2,3,5,6,9,10,11,13,14,23,25,38,45,46,48,52,54,60,64,67,2
5,11,14,22,23,26,27,29,33,36,39,42,49,51,52,54,56,62,63,69,51
2,5,6,10,19,22,23,26,34,38,43,46,48,49,52,60,62,65,66,69,34
1,5,10,11,13,14,15,16,20,25,26,27,29,30,35,46,50,53,56,68,11
1,8,10,13,19,21,23,24,28,35,37,42,43,49,53,60,62,65,66,68,10
2,4,9,26,27,29,30,33,37,40,41,43,48,56,57,59,63,64,67,68,67
1,3,9,15,17,19,22,27,28,29,30,37,44,45,47,49,54,58,62,63,45
5,12,14,15,16,17,21,25,30,32,34,35,43,45,56,59,62,63,64,65,35
2,3,12,16,18,23,25,35,36,37,40,44,47,48,49,51,53,55,65,66,47
1,2,3,8,12,18,19,37,38,40,42,46,48,51,56,58,62,65,67,70,48
1,4,5,15,17,19,22,23,26,27,30,33,34,43,50,52,53,59,61,66,52
13,14,17,19,21,22,25,31,35,38,39,40,44,46,49,50,51,53,61,63,17
3,4,5,6,15,20,21,23,26,34,37,40,41,48,56,58,62,66,69,70,62
3,5,11,13,14,24,25,38,39,42,46,47,48,51,57,59,60,62,65,70,57
9,10,11,19,22,26,28,29,32,37,39,40,41,43,49,53,57,59,61,63,19
1,4,5,6,19,20,21,22,28,30,38,39,43,45,50,51,58,64,65,69,1
2,10,16,23,27,28,29,30,32,35,37,44,46,47,48,53,54,58,63,65,30
2,3,12,13,22,23,26,29,32,39,40,44,46,47,50,51,52,55,57,67,40
1,5,6,7,17,20,21,24,33,34,35,36,37,41,52,53,55,57,63,64,52
1,7,14,17,19,20,21,23,26,32,42,45,50,52,57,60,61,62,66,68,23
6,7,11,12,14,19,23,25,29,30,32,34,35,43,45,48,50,60,61,69,19
4,5,7,11,13,16,19,22,27,29,32,35,46,48,51,52,57,61,67,69,16
3,5,6,7,10,11,12,18,20,21,27,38,42,45,46,55,57,60,62,64,3
1,7,16,18,24,31,33,35,36,40,42,46,49,53,55,58,59,60,62,64,1
3,4,6,15,19,22,25,26,34,36,39,41,43,45,46,51,53,57,60,67,3
7,10,17,18,19,23,30,32,34,45,46,51,53,55,58,59,61,62,63,68,23
4,7,8,11,14,16,17,22,23,32,33,34,37,38,46,47,50,57,61,67,67
6,17,21,23,24,27,32,33,35,36,37,41,45,55,58,59,60,64,66,67,36
1,2,3,6,9,10,16,19,25,26,28,29,36,37,55,57,58,61,63,69,28
3,6,8,10,13,14,19,23,25,29,30,31,32,41,45,46,47,56,59,67,8
1,2,3,8,9,11,15,16,17,20,28,32,37,42,51,56,62,63,66,69,11
1,2,5,6,23,25,33,34,37,38,41,45,46,47,53,60,62,63,65,66,23
6,7,8,10,12,14,16,20,24,30,42,45,48,50,54,56,60,62,65,67,10
4,7,8,13,17,21,24,26,28,33,41,45,46,50,51,52,55,57,60,70,52
3,6,17,20,21,22,23,27,30,34,36,37,39,40,50,52,57,60,64,65,22
1,3,5,13,20,25,26,27,29,30,33,35,44,48,51,56,57,61,69,70,61
